# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.16.0
#@/tick	82628
#@/user_id	mac_double_pinyin_fly
hai 	還	c=315 d=0.755333 t=82628
hai bao 	海豹	c=1 d=1.9043e-19 t=82628
hai bu qu 	還不去	c=1 d=1.65339e-92 t=82628
hai bu ru 	還不如	c=2 d=0.000907334 t=82628
hai bu shi 	還不是	c=2 d=0.57695 t=82628
hai cha 	還差	c=1 d=8.70987e-23 t=82628
hai chang 	海昌	c=2 d=2.45949e-77 t=82628
hai chu qu 	還出去	c=1 d=2.24126e-24 t=82628
hai de 	害得	c=1 d=4.975e-52 t=82628
hai de 	還得	c=1 d=2.0693e-26 t=82628
hai dian 	海淀	c=2 d=4.20963e-20 t=82628
hai guan 	海關	c=2 d=3.54358e-31 t=82628
hai hao 	還好	c=12 d=0.00190172 t=82628
hai hui 	還會	c=3 d=1.09603e-20 t=82628
hai ji de 	還記得	c=1 d=2.58791e-10 t=82628
hai ke 	駭客	c=1 d=3.54611e-10 t=82628
hai ke yi 	還可以	c=1 d=3.53589e-123 t=82628
hai li 	海狸	c=1 d=6.08722e-14 t=82628
hai mei 	還沒	c=4 d=0.0165726 t=82628
hai mei chu lai 	還沒出來	c=1 d=1.16073e-77 t=82628
hai mei you 	還沒有	c=7 d=0.04689 t=82628
hai nan 	海南	c=3 d=2.8175e-10 t=82628
hai neng 	還能	c=2 d=0.0195457 t=82628
hai ou 	海鷗	c=3 d=8.26374e-33 t=82628
hai pa 	害怕	c=1 d=9.33823e-19 t=82628
hai sheng 	還剩	c=3 d=1.2662e-12 t=82628
hai sheng xia 	還剩下	c=1 d=5.48794e-30 t=82628
hai shi 	還是	c=213 d=1.44524 t=82628
hai shi gei 	還是給	c=1 d=3.35691e-12 t=82628
hai shi you 	還是有	c=1 d=0.000367055 t=82628
hai suan 	還算	c=2 d=2.66717e-12 t=82628
hai tun 	海豚	c=4 d=1.07652e-08 t=82628
hai wai 	海外	c=2 d=7.32526e-45 t=82628
hai wan 	海灣	c=2 d=5.06425e-18 t=82628
hai xing 	還行	c=6 d=3.1696e-13 t=82628
hai xu yao 	還需要	c=8 d=0.000164928 t=82628
hai yan 	海鹽	c=6 d=6.43139e-14 t=82628
hai yang 	海洋	c=1 d=1.31363e-121 t=82628
hai yao 	還要	c=14 d=0.909373 t=82628
hai yi ci 	還一次	c=1 d=2.87785e-24 t=82628
hai yi wei 	還以爲	c=1 d=2.32394e-09 t=82628
hai yong 	還用	c=1 d=3.01338e-36 t=82628
hai you 	還有	c=67 d=0.684355 t=82628
hai you mei 	還有沒	c=1 d=9.27841e-61 t=82628
hai you mei you 	還有沒有	c=1 d=2.91876e-43 t=82628
hai you xie 	還有些	c=1 d=2.51819e-71 t=82628
hai yun 	海運	c=1 d=2.16124e-08 t=82628
hai zai 	還在	c=37 d=0.045731 t=82628
hai zei 	海賊	c=1 d=3.60951e-42 t=82628
hai zi 	孩子	c=1 d=8.61357e-98 t=82628
han 	含	c=1 d=2.18765e-92 t=82628
han 	韓	c=2 d=0.0483156 t=82628
han bao 	漢堡	c=2 d=0.753029 t=82628
han gai 	涵蓋	c=1 d=9.40842e-107 t=82628
han guo 	韓國	c=7 d=2.44858e-06 t=82628
han jia 	寒假	c=3 d=1.28323e-32 t=82628
han liang 	含量	c=2 d=1.43007e-32 t=82628
han shu 	函數	c=10 d=1.4306e-07 t=82628
han xin 	韓信	c=1 d=3.18919e-56 t=82628
han yi 	含義	c=2 d=9.8008e-19 t=82628
han yu 	漢語	c=2 d=2.18323e-23 t=82628
hang 	杭	c=1 d=8.01648e-47 t=82628
hang 	航	c=4 d=1.26577e-08 t=82628
hang 	行	c=7 d=2.83018e-05 t=82628
hang ban 	航班	c=3 d=1.10683e-47 t=82628
hang jia 	行家	c=1 d=3.19646e-24 t=82628
hang kong 	航空	c=2 d=2.25867e-77 t=82628
hang mu 	航母	c=1 d=2.35482e-76 t=82628
hang qing 	行情	c=1 d=1.88095e-109 t=82628
hang shu 	行數	c=1 d=2.62926e-20 t=82628
hang ye 	行業	c=5 d=1.48567e-09 t=82628
hang zhang 	行長	c=1 d=1.70386e-34 t=82628
hang zhou 	杭州	c=12 d=0.0960948 t=82628
hao 	好	c=716 d=2.74766 t=82628
hao 	浩	c=1 d=7.60404e-102 t=82628
hao 	皓	c=3 d=8.03639e-08 t=82628
hao 	號	c=124 d=0.303412 t=82628
hao 	蠔	c=1 d=1.36788e-09 t=82628
hao ba 	好吧	c=15 d=0.00521332 t=82628
hao bu hao 	好不好	c=1 d=6.80776e-36 t=82628
hao che 	豪車	c=1 d=1.57773e-41 t=82628
hao chi 	好喫	c=4 d=0.00129402 t=82628
hao chi 	皓齒	c=1 d=3.37719e-24 t=82628
hao chu 	好處	c=3 d=8.55659e-20 t=82628
hao da 	好大	c=1 d=0.0407622 t=82628
hao de 	好的	c=108 d=1.0075 t=82628
hao dian 	好點	c=6 d=0.0534917 t=82628
hao dian 	耗電	c=1 d=5.13366e-39 t=82628
hao dong 	好懂	c=1 d=4.27402e-30 t=82628
hao duo 	好多	c=2 d=3.14776e-85 t=82628
hao gui 	好貴	c=1 d=4.49926e-46 t=82628
hao hao 	好好	c=13 d=0.0111103 t=82628
hao ji 	好幾	c=1 d=6.52971e-16 t=82628
hao ji bai 	好幾百	c=1 d=2.39424e-36 t=82628
hao ji bian 	好幾遍	c=1 d=3.95765e-37 t=82628
hao ji ci 	好幾次	c=1 d=1.11557e-110 t=82628
hao ji ge 	好幾個	c=3 d=3.80388e-12 t=82628
hao ji tian 	好幾天	c=1 d=0.0120945 t=82628
hao ji wan 	好幾萬	c=1 d=3.25825e-14 t=82628
hao jiu 	好久	c=2 d=0.00852288 t=82628
hao kuai 	好快	c=1 d=4.90359e-29 t=82628
hao lai wu 	好萊塢	c=1 d=9.64886e-51 t=82628
hao le 	好了	c=5 d=3.96072e-06 t=82628
hao lou 	號樓	c=18 d=0.000343132 t=82628
hao ma 	號碼	c=12 d=1.32652e-13 t=82628
hao man 	好慢	c=1 d=3.26669e-15 t=82628
hao mao 	好貓	c=7 d=8.05181e-19 t=82628
hao qi 	好奇	c=5 d=4.35813e-24 t=82628
hao qiao 	好巧	c=1 d=1.51634e-74 t=82628
hao rang 	好讓	c=1 d=7.26643e-09 t=82628
hao shi 	好事	c=1 d=2.75019e-49 t=82628
hao wan 	好玩	c=3 d=4.36019e-34 t=82628
hao wen ti 	好問題	c=2 d=3.29548e-30 t=82628
hao xian 	號線	c=3 d=8.57145e-11 t=82628
hao xiang 	好像	c=128 d=0.450722 t=82628
hao xiao xi 	好消息	c=1 d=4.48035e-114 t=82628
hao xie 	好些	c=10 d=1.35472e-05 t=82628
hao yong 	好用	c=2 d=6.04232e-36 t=82628
hao you 	好友	c=4 d=0.000973161 t=82628
hao yuan 	好遠	c=1 d=5.52637e-112 t=82628
he 	何	c=2 d=1.89778e-09 t=82628
he 	合	c=28 d=4.14995e-07 t=82628
he 	和	c=370 d=0.825801 t=82628
he 	喝	c=8 d=3.44328e-09 t=82628
he 	核	c=1 d=6.32533e-83 t=82628
he 	河	c=3 d=2.74981e-18 t=82628
he 	盒	c=3 d=4.20179e-06 t=82628
he 	荷	c=1 d=4.35651e-49 t=82628
he 	鶴	c=1 d=1.21892e-123 t=82628
he bing 	合併	c=3 d=6.7089e-11 t=82628
he cha 	喝茶	c=1 d=3.0145e-11 t=82628
he cheng 	合成	c=1 d=0.377192 t=82628
he dian 	喝點	c=1 d=8.00234e-85 t=82628
he dui 	覈對	c=2 d=4.97694e-76 t=82628
he hua 	荷花	c=2 d=7.00684e-09 t=82628
he ju bian 	核聚變	c=1 d=1.37297e-82 t=82628
he kuang 	何況	c=1 d=4.13588e-114 t=82628
he li 	合理	c=19 d=0.209088 t=82628
he li 	河狸	c=2 d=1.28693e-18 t=82628
he ma 	河馬	c=1 d=8.21689e-14 t=82628
he ma 	盒馬	c=1 d=8.34107e-14 t=82628
he nan 	河南	c=1 d=5.75638e-33 t=82628
he niu 	和牛	c=2 d=1.04724e-34 t=82628
he ping 	和平	c=1 d=3.03623e-66 t=82628
he shi 	合適	c=17 d=0.00282287 t=82628
he suan 	核酸	c=10 d=0.0349653 t=82628
he suan 	覈算	c=2 d=4.63565e-15 t=82628
he tian 	和田	c=2 d=1.91279e-29 t=82628
he tong 	合同	c=13 d=0.00390948 t=82628
he xin 	核心	c=2 d=1.62297e-50 t=82628
he xuan 	和絃	c=2 d=4.27023e-49 t=82628
he yue 	合約	c=1 d=8.96397e-18 t=82628
he zi 	合資	c=1 d=9.88575e-101 t=82628
he zi 	盒子	c=5 d=1.31108e-10 t=82628
he zi zhen 	賀子珍	c=1 d=7.89201e-10 t=82628
he zu 	合租	c=1 d=3.53695e-09 t=82628
he zuo 	合作	c=3 d=9.57137e-15 t=82628
hei 	黑	c=3 d=1.43255e-09 t=82628
hei hua 	黑話	c=1 d=1.82361e-39 t=82628
hei ping 	黑屏	c=1 d=1.43402e-35 t=82628
hei qun hui 	黑羣暉	c=1 d=1.70478e-11 t=82628
hei ren 	黑人	c=1 d=2.49271e-69 t=82628
hei sha 	黑鯊	c=1 d=1.83743e-69 t=82628
hei zi 	黑子	c=1 d=7.12862e-19 t=82628
hen 	很	c=112 d=0.366561 t=82628
hen cha 	很差	c=1 d=6.89889e-16 t=82628
hen chang 	很長	c=1 d=8.3943e-30 t=82628
hen da 	很大	c=2 d=1.07935e-16 t=82628
hen da ke neng 	很大可能	c=1 d=3.35487e-93 t=82628
hen dui 	很對	c=1 d=1.56964e-10 t=82628
hen duo 	很多	c=52 d=0.874214 t=82628
hen duo ci 	很多次	c=1 d=6.58705e-60 t=82628
hen gao 	很高	c=1 d=6.53638e-28 t=82628
hen hao 	很好	c=4 d=0.157829 t=82628
hen jiu 	很久	c=7 d=0.00128114 t=82628
hen keng 	很坑	c=1 d=6.31007e-84 t=82628
hen kuai 	很快	c=5 d=2.15529e-05 t=82628
hen man 	很慢	c=1 d=3.46751e-11 t=82628
hen nan 	很難	c=1 d=2.61437e-12 t=82628
hen qi guai 	很奇怪	c=1 d=6.33457e-12 t=82628
hen qiang 	很強	c=2 d=8.57582e-17 t=82628
hen rong yi 	很容易	c=1 d=1.47327e-88 t=82628
hen shao 	很少	c=2 d=0.000357992 t=82628
hen shen 	很深	c=1 d=6.07544e-50 t=82628
hen shu 	很熟	c=1 d=6.36632e-12 t=82628
hen wan 	很晚	c=2 d=5.95432e-19 t=82628
hen xiao 	很小	c=2 d=1.05964e-05 t=82628
hen yuan 	很遠	c=1 d=2.60036e-37 t=82628
hen zao 	很早	c=1 d=1.22899e-14 t=82628
heng 	橫	c=4 d=3.72445e-19 t=82628
heng bin 	橫濱	c=1 d=3.38477e-21 t=82628
heng liang 	衡量	c=1 d=2.99071e-06 t=82628
heng sheng 	恆生	c=3 d=4.34537e-11 t=82628
hong 	宏	c=3 d=6.32149e-48 t=82628
hong 	烘	c=1 d=9.66592e-13 t=82628
hong 	紅	c=9 d=1.66671e-10 t=82628
hong bao 	紅包	c=2 d=3.15648e-23 t=82628
hong deng 	紅燈	c=1 d=1.25924e-06 t=82628
hong dian 	紅點	c=2 d=2.24641e-41 t=82628
hong dou sha 	紅豆沙	c=2 d=0.000921072 t=82628
hong guan 	宏觀	c=1 d=1.08757e-17 t=82628
hong kai ji 	紅開機	c=1 d=1.09013e-74 t=82628
hong lan 	紅藍	c=1 d=6.92669e-122 t=82628
hong li 	紅利	c=2 d=5.65814e-07 t=82628
hong meng 	鴻蒙	c=1 d=1.09035e-47 t=82628
hong qi 	紅旗	c=1 d=8.16313e-25 t=82628
hong qiao 	虹橋	c=4 d=4.98379e-14 t=82628
hong se 	紅色	c=4 d=5.09764e-15 t=82628
hong tan 	紅毯	c=1 d=1.42662e-33 t=82628
hong wen 	鴻文	c=1 d=5.73273e-14 t=82628
hou 	侯	c=0 d=2.08208e-70 t=82628
hou 	吼	c=3 d=0.00351752 t=82628
hou 	後	c=66 d=0.000131331 t=82628
hou duan 	後端	c=4 d=0.101774 t=82628
hou guo 	後果	c=1 d=3.14964e-115 t=82628
hou ji 	後繼	c=0 d=1.62921e-08 t=82628
hou ji zhe 	後繼者	c=1 d=1.63737e-07 t=82628
hou jiao 	後腳	c=2 d=6.66307e-38 t=82628
hou lai 	後來	c=6 d=0.000305061 t=82628
hou mian 	後面	c=19 d=0.0475061 t=82628
hou pai 	後排	c=3 d=6.43358e-18 t=82628
hou qi 	後期	c=1 d=2.33479e-05 t=82628
hou shi jing 	後視鏡	c=1 d=0.00334596 t=82628
hou tai 	後臺	c=8 d=5.12606e-11 t=82628
hou tian 	後天	c=1 d=5.16219e-16 t=82628
hou xu 	後續	c=14 d=5.88805e-05 t=82628
hou xuan 	候選	c=2 d=3.75529e-33 t=82628
hou xuan ren 	候選人	c=10 d=4.03514e-08 t=82628
hou xuan xiang 	候選項	c=1 d=3.68883e-33 t=82628
hou yi zheng 	後遺症	c=2 d=5.01235e-44 t=82628
hou you yi 	侯友誼	c=1 d=2.09253e-69 t=82628
hou zhe 	後者	c=3 d=9.8969e-26 t=82628
hou zhui 	後綴	c=1 d=3.9913e-19 t=82628
hou zi 	猴子	c=0 d=2.96095e-07 t=82628
hu 	戶	c=8 d=1.02295e-05 t=82628
hu 	湖	c=7 d=0.036788 t=82628
hu 	滬	c=11 d=5.53178e-06 t=82628
hu 	糊	c=1 d=1.47568e-19 t=82628
hu 	胡	c=0 d=5.59404e-21 t=82628
hu 	虎	c=1 d=5.71563e-34 t=82628
hu 	護	c=1 d=2.63239e-34 t=82628
hu ai 	互愛	c=3 d=2.30852e-107 t=82628
hu bei 	湖北	c=4 d=6.94433e-05 t=82628
hu cheng he 	護城河	c=1 d=5.66585e-23 t=82628
hu chun hua 	胡春華	c=2 d=3.8901e-11 t=82628
hu gong 	護工	c=1 d=1.23877e-19 t=82628
hu guang 	弧光	c=2 d=5.9913e-33 t=82628
hu kou 	戶口	c=5 d=7.52398e-07 t=82628
hu kou ben 	戶口本	c=2 d=6.92758e-06 t=82628
hu lian wang 	互聯網	c=3 d=5.86741e-08 t=82628
hu lve 	忽略	c=1 d=3.08011e-29 t=82628
hu men 	虎門	c=1 d=2.40255e-18 t=82628
hu tai lu 	滬太路	c=1 d=6.80914e-09 t=82628
hu xiang 	互相	c=3 d=1.67052 t=82628
hu yan 	護眼	c=2 d=3.25213e-16 t=82628
hu you 	忽悠	c=0 d=7.43091e-38 t=82628
hu zhao 	護照	c=9 d=1.48535 t=82628
hu zhi ming 	胡志明	c=1 d=9.8307e-06 t=82628
hu zhou 	湖州	c=11 d=0.170205 t=82628
hu zi 	鬍子	c=2 d=9.59911e-12 t=82628
hua 	化	c=1 d=7.93697e-19 t=82628
hua 	滑	c=1 d=5.28281e-23 t=82628
hua 	畫	c=7 d=0.164474 t=82628
hua 	花	c=3 d=4.09151e-46 t=82628
hua 	華	c=11 d=0.00402593 t=82628
hua 	話	c=309 d=3.33656 t=82628
hua ban 	滑板	c=2 d=1.28863e-30 t=82628
hua ban xie 	滑板鞋	c=1 d=8.35501e-63 t=82628
hua bei 	花唄	c=1 d=3.84003e-35 t=82628
hua bing 	滑冰	c=1 d=2.30356e-23 t=82628
hua chuan 	划船	c=2 d=6.28736e-71 t=82628
hua fen 	劃分	c=2 d=9.05116e-34 t=82628
hua huo 	花火	c=1 d=2.33425e-61 t=82628
hua lao 	話癆	c=1 d=1.09265e-13 t=82628
hua le 	化了	c=1 d=6.35096e-13 t=82628
hua le 	花了	c=1 d=4.39594e-08 t=82628
hua ren 	華人	c=3 d=1.13521e-06 t=82628
hua shan 	華山	c=1 d=3.51262e-16 t=82628
hua sheng ke 	花生殼	c=2 d=7.52246e-34 t=82628
hua sheng mi 	花生米	c=1 d=3.79834e-83 t=82628
hua shuo 	華碩	c=8 d=0.264477 t=82628
hua shuo 	話說	c=8 d=0.265803 t=82628
hua suan 	划算	c=4 d=5.26737e-18 t=82628
hua ti 	話題	c=2 d=1.66382e-19 t=82628
hua tong 	話筒	c=1 d=3.02315e-74 t=82628
hua wei 	華爲	c=9 d=7.23881e-23 t=82628
hua xiang 	畫像	c=1 d=7.71577e-09 t=82628
hua xue 	化學	c=2 d=2.2361e-85 t=82628
hua xue 	滑雪	c=8 d=0.364219 t=82628
hua yu 	華語	c=1 d=3.05145e-66 t=82628
hua yuan 	花園	c=3 d=1.65021e-30 t=82628
huai 	壞	c=7 d=0.0108347 t=82628
huai chu 	壞處	c=2 d=1.18854e-32 t=82628
huai le 	壞了	c=2 d=4.8347e-39 t=82628
huai yi 	懷疑	c=3 d=3.74852e-16 t=82628
huan 	換	c=72 d=0.16866 t=82628
huan 	環	c=2 d=5.77641e-35 t=82628
huan 	還	c=5 d=1.90456e-17 t=82628
huan ban 	換班	c=1 d=2.35187e-120 t=82628
huan che 	換車	c=2 d=1.72308e-19 t=82628
huan cheng 	換成	c=10 d=5.39526e-06 t=82628
huan cun 	緩存	c=16 d=1.52668e-07 t=82628
huan dian 	換電	c=2 d=4.60911e-48 t=82628
huan ge 	換個	c=1 d=5.43593e-65 t=82628
huan gei 	還給	c=2 d=2.81702e-08 t=82628
huan jia 	還價	c=1 d=2.95152e-86 t=82628
huan jie 	環節	c=1 d=9.33665e-17 t=82628
huan jie 	緩解	c=1 d=2.36678e-18 t=82628
huan jing 	環境	c=53 d=0.433874 t=82628
huan kuan 	還款	c=2 d=4.33418e-18 t=82628
huan le 	換了	c=1 d=5.53838e-20 t=82628
huan le 	歡樂	c=1 d=2.29989e-63 t=82628
huan shou 	幻獸	c=1 d=1.75306e-16 t=82628
huan yi zhang 	換一張	c=1 d=8.12024e-110 t=82628
huan ying 	歡迎	c=14 d=1.21545 t=82628
huan yuan 	還原	c=1 d=1.64525e-34 t=82628
huan zhe 	患者	c=1 d=1.60523e-09 t=82628
huang 	慌	c=1 d=7.68488e-50 t=82628
huang 	皇	c=1 d=6.01109e-13 t=82628
huang 	黃	c=23 d=0.025223 t=82628
huang dao 	荒島	c=1 d=3.93723e-35 t=82628
huang gua 	黃瓜	c=2 d=5.68628e-28 t=82628
huang jin 	黃金	c=2 d=1.21684e-07 t=82628
huang jiu 	黃酒	c=1 d=1.40434e-83 t=82628
huang niu 	黃牛	c=1 d=4.80158e-17 t=82628
huang pu 	黃埔	c=1 d=6.27474e-18 t=82628
huang shan 	黃山	c=1 d=2.37864e-18 t=82628
huang yi ming 	黃軼明	c=26 d=0.684039 t=82628
huang ying 	黃應	c=1 d=2.76051e-93 t=82628
huang you 	黃油	c=9 d=0.00104368 t=82628
huang zi xuan 	黃梓瑄	c=35 d=0.154896 t=82628
hui 	回	c=109 d=0.299865 t=82628
hui 	慧	c=1 d=1.15494e-77 t=82628
hui 	晦	c=1 d=7.83105e-07 t=82628
hui 	暉	c=2 d=5.2109e-44 t=82628
hui 	會	c=666 d=1.74081 t=82628
hui 	灰	c=4 d=1.32448e-12 t=82628
hui 	輝	c=1 d=3.39123e-14 t=82628
hui bao 	彙報	c=1 d=3.65274e-35 t=82628
hui bu hui 	會不會	c=11 d=1.18348e-11 t=82628
hui ce 	回測	c=2 d=5.06962e-09 t=82628
hui cheng 	回程	c=1 d=5.74757e-15 t=82628
hui chong 	蛔蟲	c=2 d=1.80894e-51 t=82628
hui da 	回答	c=4 d=1.7535e-09 t=82628
hui fu 	回覆	c=77 d=1.56302 t=82628
hui fu 	恢復	c=10 d=0.0475963 t=82628
hui gui 	回歸	c=4 d=0.00217658 t=82628
hui guo lai 	回過來	c=1 d=7.22504e-30 t=82628
hui hou 	會後	c=2 d=0.122456 t=82628
hui jia 	回家	c=8 d=1.21804e-05 t=82628
hui jie shao 	會介紹	c=1 d=5.22884e-108 t=82628
hui jue 	回絕	c=1 d=8.78842e-11 t=82628
hui lai 	回來	c=61 d=0.956122 t=82628
hui lang 	迴廊	c=1 d=1.1724e-77 t=82628
hui le 	回了	c=2 d=1.74307e-37 t=82628
hui lv 	匯率	c=1 d=0.0808629 t=82628
hui mie 	毀滅	c=1 d=0.029671 t=82628
hui mie ba 	毀滅吧	c=1 d=0.298197 t=82628
hui pu 	惠普	c=1 d=1.55376e-08 t=82628
hui qu 	回去	c=6 d=2.22467e-12 t=82628
hui shi 	回事	c=1 d=2.55329e-28 t=82628
hui shi 	會是	c=1 d=1.55509e-18 t=82628
hui shou 	回收	c=4 d=2.0061e-14 t=82628
hui xiang 	迴響	c=2 d=1.30322e-09 t=82628
hui xuan 	迴旋	c=2 d=6.78903e-33 t=82628
hui xue 	迴雪	c=1 d=2.45534e-09 t=82628
hui yi 	回憶	c=1 d=2.6385e-120 t=82628
hui yi 	會議	c=38 d=0.0711373 t=82628
hui yi shi 	會議室	c=15 d=0.121845 t=82628
hui yin bi 	迴音壁	c=1 d=2.76783e-36 t=82628
hui yong 	會用	c=1 d=1.7561e-07 t=82628
hui you 	會有	c=8 d=5.08274e-10 t=82628
hui yuan 	會員	c=6 d=2.44351e-11 t=82628
hui yuan qun 	會員羣	c=1 d=5.69425e-23 t=82628
hui zai 	會在	c=1 d=3.81372e-13 t=82628
hui zhou 	惠州	c=1 d=1.97267e-81 t=82628
hui zong 	彙總	c=1 d=9.79667e-24 t=82628
hun 	混	c=3 d=1.84803e-19 t=82628
hun 	魂	c=1 d=2.48559e-06 t=82628
hun jia 	婚假	c=1 d=1.15734e-72 t=82628
hun jia 	婚嫁	c=1 d=9.76409e-73 t=82628
hun luan 	混亂	c=1 d=1.02229e-24 t=82628
hun su 	葷素	c=1 d=3.66656e-50 t=82628
hun xiao 	混淆	c=2 d=2.89199e-111 t=82628
hun yong 	混用	c=1 d=9.2397e-100 t=82628
huo 	或	c=7 d=5.13645e-16 t=82628
huo 	火	c=3 d=2.75459e-09 t=82628
huo 	貨	c=1 d=3.6002e-41 t=82628
huo bi 	貨幣	c=1 d=0.0792617 t=82628
huo che 	火車	c=3 d=8.02356e-28 t=82628
huo de 	獲得	c=1 d=8.54613e-35 t=82628
huo dong 	活動	c=5 d=4.97516e-23 t=82628
huo guo 	火鍋	c=1 d=2.08167e-96 t=82628
huo jian 	火箭	c=2 d=2.35568e-43 t=82628
huo li 	活力	c=1 d=1.42512e-50 t=82628
huo qu 	獲取	c=7 d=0.190139 t=82628
huo shan 	火山	c=2 d=1.00307e-36 t=82628
huo wu 	貨物	c=3 d=0.000898306 t=82628
huo xian 	火線	c=2 d=8.55647e-06 t=82628
huo xing 	火星	c=2 d=6.80046e-38 t=82628
huo xu 	或許	c=1 d=3.89039e-100 t=82628
huo yao wei 	火藥味	c=1 d=0.000617396 t=82628
huo zhe 	或者	c=199 d=0.735262 t=82628
huo zhi 	獲知	c=1 d=2.91668e-64 t=82628
ji 	劑	c=3 d=2.92697e-12 t=82628
ji 	即	c=10 d=0.00430971 t=82628
ji 	及	c=4 d=6.42277e-10 t=82628
ji 	吉	c=3 d=3.29268e-20 t=82628
ji 	寄	c=3 d=1.20633e-30 t=82628
ji 	幾	c=2 d=1.77496e-15 t=82628
ji 	急	c=9 d=0.00219846 t=82628
ji 	擠	c=1 d=5.6307e-38 t=82628
ji 	極	c=6 d=0.00358633 t=82628
ji 	機	c=8 d=0.995012 t=82628
ji 	紀	c=1 d=8.46281e-08 t=82628
ji 	級	c=5 d=7.45546e-17 t=82628
ji 	繼	c=1 d=2.98604e-17 t=82628
ji 	計	c=1 d=1.08691e-98 t=82628
ji 	記	c=6 d=1.20839e-21 t=82628
ji 	集	c=2 d=3.30162e-36 t=82628
ji 	雞	c=1 d=2.4812e-44 t=82628
ji 	驥	c=2 d=4.05544e-07 t=82628
ji bai 	幾百	c=1 d=4.65353e-119 t=82628
ji ben 	基本	c=60 d=0.00117072 t=82628
ji ben 	幾本	c=1 d=6.32426e-81 t=82628
ji ben shang 	基本上	c=2 d=2.54193e-05 t=82628
ji bian 	畸變	c=1 d=1.31514e-17 t=82628
ji bie 	級別	c=6 d=2.04593e-10 t=82628
ji bu 	記不	c=0 d=7.80393e-26 t=82628
ji bu shi 	既不是	c=1 d=1.00198e-82 t=82628
ji bu tai qing chu 	記不太清楚	c=1 d=7.84305e-25 t=82628
ji chang 	機場	c=6 d=3.36789e-21 t=82628
ji cheng 	集成	c=1 d=7.08197e-30 t=82628
ji chu 	基礎	c=5 d=7.25021e-12 t=82628
ji ci 	幾次	c=1 d=1.82355e-68 t=82628
ji cuo 	記錯	c=4 d=1.12264e-08 t=82628
ji dang 	激盪	c=1 d=8.67704e-08 t=82628
ji de 	記得	c=61 d=0.262981 t=82628
ji dian 	幾點	c=8 d=8.18843e-32 t=82628
ji ding he 	機頂盒	c=1 d=3.34881e-13 t=82628
ji du 	嫉妒	c=1 d=3.49677e-51 t=82628
ji du 	季度	c=2 d=5.4615e-32 t=82628
ji du jiao 	基督教	c=1 d=2.81597e-33 t=82628
ji duan 	極端	c=1 d=0.000642593 t=82628
ji fang 	機房	c=1 d=9.03643e-103 t=82628
ji fen 	幾分	c=2 d=3.19615e-111 t=82628
ji fen 	積分	c=14 d=1.46413e-05 t=82628
ji fen ban 	計分板	c=2 d=3.18733e-100 t=82628
ji fen zhong 	幾分鐘	c=2 d=6.92242e-56 t=82628
ji ge 	幾個	c=43 d=1.24066e-06 t=82628
ji ge ren 	幾個人	c=1 d=3.79264e-36 t=82628
ji gou 	機構	c=0 d=1.10837e-35 t=82628
ji hang 	幾行	c=1 d=1.19616e-19 t=82628
ji hao 	幾號	c=2 d=4.23653e-44 t=82628
ji he 	幾何	c=4 d=0.12938 t=82628
ji hu 	極狐	c=1 d=3.25992e-20 t=82628
ji hua 	計劃	c=21 d=0.0131019 t=82628
ji hui 	機會	c=12 d=0.00981875 t=82628
ji huo 	激活	c=1 d=1.18305e-07 t=82628
ji ji 	積極	c=1 d=2.54098e-30 t=82628
ji jie 	季節	c=2 d=2.19122e-23 t=82628
ji jin 	基金	c=1 d=0.458406 t=82628
ji jing 	己經	c=1 d=8.5296e-71 t=82628
ji ke 	即可	c=3 d=3.95979e-14 t=82628
ji ke 	極客	c=0 d=6.17041e-57 t=82628
ji ke bang 	極客幫	c=1 d=6.20134e-56 t=82628
ji kong jian 	極空間	c=4 d=2.02638e-43 t=82628
ji lai 	寄來	c=1 d=1.18241e-30 t=82628
ji li 	吉利	c=9 d=2.93542e-19 t=82628
ji lie 	激烈	c=2 d=2.53485e-31 t=82628
ji lou 	幾樓	c=1 d=2.46162e-39 t=82628
ji lu 	紀錄	c=1 d=2.00113e-73 t=82628
ji lu 	記錄	c=19 d=0.373872 t=82628
ji lu pian 	紀錄片	c=2 d=1.41599e-92 t=82628
ji lun 	幾輪	c=1 d=2.81549e-31 t=82628
ji lv 	機率	c=1 d=1.86039e-68 t=82628
ji neng 	技能	c=1 d=3.45833e-68 t=82628
ji nian 	幾年	c=2 d=1.21461e-52 t=82628
ji piao 	機票	c=13 d=2.58759e-08 t=82628
ji po 	急迫	c=1 d=0.00224287 t=82628
ji pu 	吉普	c=0 d=1.92246e-14 t=82628
ji pu li 	吉普力	c=1 d=1.9321e-13 t=82628
ji qi 	機器	c=11 d=0.000125412 t=82628
ji qi ren 	機器人	c=2 d=4.00665e-27 t=82628
ji qi xue xi 	機器學習	c=1 d=6.8942e-08 t=82628
ji qian 	幾千	c=1 d=1.83519e-84 t=82628
ji qiao 	技巧	c=3 d=0.0136366 t=82628
ji qun 	集羣	c=3 d=3.83003e-05 t=82628
ji ran 	既然	c=2 d=1.37497e-11 t=82628
ji shao shu 	極少數	c=1 d=5.51303e-113 t=82628
ji shi 	即使	c=10 d=0.000211772 t=82628
ji shi 	幾十	c=3 d=2.58879e-14 t=82628
ji shi 	既是	c=2 d=1.06496e-26 t=82628
ji shi qi 	計時器	c=1 d=2.75402e-36 t=82628
